Business_ID,Name,Cuisine,Rating,Number of Reviews,Address,Zip Code,Latitude,Longitude,isClosed,insertedAtTimestamp
RThvexVhZQ8KA6JAr0UkCQ,Casa Adela,mexican,4,456,66 Ave C,10009,40.72264,-73.97973,False,03/03/2020 16:58:58
5Ia7a72M6b8ht88mD_E3-A,Viva Toro,mexican,3,501,188 Berry St,11249,40.7166,-73.96136,False,03/03/2020 16:58:58
5Ota_iMwlPLPrap-KfQrgw,Benny's Burritos,mexican,3.5,767,113 Greenwich Ave,10014,40.7380740387279,-74.002123778491,False,03/03/2020 16:58:58
vC5XPdWzKa-c8iUQlUwEUQ,Orale Mexican Kitchen,mexican,4,175,1426 Willow Ave,07030,40.75493,-74.02968,False,03/03/2020 16:58:58
JYXDcwqsWp3d5tifAwgQ5Q,Taco Chulo,mexican,3.5,412,318 Grand St,11211,40.712542,-73.956488,False,03/03/2020 16:58:59
hR1bG0jgd2_Z9Q5L6siTEw,Antojito Mexicano,mexican,4.5,37,6th Avenue & 28th Street,10001,40.7460380678347,-73.9905191880082,False,03/03/2020 16:58:59
9z2lUyfzZV8b2rkkiwSM4g,ABC Cocina,mexican,4,902,38 E 19th St,10003,40.7379699846239,-73.9892806964011,False,03/03/2020 16:58:59
PAJdNrD4HFBN16OAFeDx4A,Ponche Taqueria & Cantina,mexican,4,495,420 W 49th St,10019,40.76319,-73.99045,False,03/03/2020 16:58:59
q1ha1qnViHKmh3-tEGw8DA,Taco Dumbo,mexican,4,99,1385 Broadway,10018,40.75275,-73.98756,False,03/03/2020 16:58:59
KhGbD1U51KKcl6frzNDa0A,Taqueria El Patron Mexican Grill,mexican,3.5,189,51 Lincoln Rd,11225,40.6609280639479,-73.9614267185271,False,03/03/2020 16:58:59
1vkYZbdwMpqteI8x_sS68g,Fast and Fresh Burrito Deli,mexican,4,180,84 Hoyt St,11201,40.68806,-73.98694,False,03/03/2020 16:58:59
hUo4q9yZmZTyI-GECcP7ow,Taco Recipes,mexican,3.5,34,23 Essex St,10002,40.7152606869718,-73.9900060870141,False,03/03/2020 16:58:59
CBbKuUbhW662l2w1IwT_Tw,Corazon De Mexico Restaurant & Bar,mexican,4,69,10-09 50th Ave,11101,40.74281,-73.95348,False,03/03/2020 16:58:59
5fUY5sq00VMPdb1SDJWBug,New Mexico Place,mexican,3.5,194,189 Graham Ave,11206,40.70851,-73.94356,False,03/03/2020 16:58:59
Uut2fBy53XdIgx1rLWdQeg,Empanada Mama L.E.S,mexican,4,709,95 Allen St,10002,40.71873,-73.9909,False,03/03/2020 16:58:59
XO6IbZn2oxonPrfcXHK4HA,Casa Mexicana,mexican,4,197,894 Amsterdam Ave,10025,40.7989892,-73.966955,False,03/03/2020 16:58:59
NvyOagUcodDPHSDF5Vhbmg,Skinny's Cantina,mexican,3,471,4705 Center Blvd,11109,40.7457158661738,-73.9563131306885,False,03/03/2020 16:58:59
GCx7TnLKgLtUcXLIfQYfFA,Casa Azul,mexican,4,47,369 7th Ave,11215,40.6655705744252,-73.9825450299114,False,03/03/2020 16:58:59
NXjCypQNl7tBrdR3gkFqdg,Lupita's Restaurant,mexican,4,121,2049 2nd Ave,10029,40.790205,-73.943136,False,03/03/2020 16:58:59
GdZNFFSSnpmOn12Bd6XoEA,Empellón Al Pastor Murray Hill,mexican,3.5,60,145 E 39th St,10016,40.74931,-73.97664,False,03/03/2020 16:58:59
O61J1PHVX9fNFGnruxEbFw,Taco Dumbo,mexican,3.5,42,56 Spring St,10012,40.72206,-73.99674,False,03/03/2020 16:58:59
8EBOj5bMglNI-jRIQvf6wg,Cheese Grille,american,4,566,188 Allen St,10002,40.7219115,-73.9886709,False,03/03/2020 16:59:00
ioUJB91aFWxlV--opOtVvA,Leslie's Kitchen,american,4.5,40,109 Wilson Ave,11237,40.70136,-73.92663,False,03/03/2020 16:59:00
